record_id,campaign_id,date,spend,impressions,clicks,leads,conversions,revenue,ctr,cpc,data_source
REC_0000500,CAMP_1008,2024-08-26,5918.31,316354,55733,13162,5,32192.68,17.6173,0.11,synthetic
REC_0000501,CAMP_1008,2024-08-27,5651.18,688893,111259,13967,5,22609.71,16.1504,0.05,synthetic
REC_0000502,CAMP_1008,2024-08-28,3901.53,269780,74897,15443,5,20627.89,27.7623,0.05,synthetic
REC_0000503,CAMP_1008,2024-08-29,6843.32,357958,77728,9349,5,18722.92,21.7143,0.09,synthetic
REC_0000504,CAMP_1008,2024-08-30,2929.26,156141,33620,6088,5,28149.82,21.5318,0.09,synthetic
REC_0000505,CAMP_1008,2024-08-31,3231.3,196006,35055,4770,5,30783.27,17.8847,0.09,synthetic
REC_0000506,CAMP_1008,2024-09-01,3270.24,643244,157590,28372,5,12854.77,24.4993,0.02,synthetic
REC_0000507,CAMP_1008,2024-09-02,4613.28,616884,185133,33556,5,15541.12,30.011,0.02,synthetic
REC_0000508,CAMP_1008,2024-09-03,4764.01,457929,156685,19968,5,23079.85,34.216,0.03,synthetic
REC_0000509,CAMP_1009,2024-04-13,3539.12,34207,1344,72,1,2909.57,3.929,2.63,synthetic
REC_0000510,CAMP_1009,2024-04-14,5107.91,34480,1269,86,1,3384.04,3.6804,4.03,synthetic
REC_0000511,CAMP_1009,2024-04-15,6798.96,83998,1139,48,1,2046.66,1.356,5.97,synthetic
REC_0000512,CAMP_1009,2024-04-16,7511.37,61296,2076,133,5,17184.9,3.3868,3.62,synthetic
REC_0000513,CAMP_1009,2024-04-17,9021.35,83093,2280,141,5,11405.25,2.7439,3.96,synthetic
REC_0000514,CAMP_1009,2024-04-18,8520.08,72998,2492,204,5,18639.22,3.4138,3.42,synthetic
REC_0000515,CAMP_1009,2024-04-19,4183.25,45488,907,94,2,3604.65,1.9939,4.61,synthetic
REC_0000516,CAMP_1009,2024-04-20,4279.52,36326,1008,50,3,13170.06,2.7749,4.25,synthetic
REC_0000517,CAMP_1009,2024-04-21,4043.41,27743,654,43,2,6670.19,2.3574,6.18,synthetic
REC_0000518,CAMP_1009,2024-04-22,5865.43,48079,874,63,2,6061.26,1.8178,6.71,synthetic
REC_0000519,CAMP_1009,2024-04-23,7440.22,102819,5051,594,5,18881.32,4.9125,1.47,synthetic
REC_0000520,CAMP_1009,2024-04-24,8290.85,61970,1020,70,4,21731.15,1.646,8.13,synthetic
REC_0000521,CAMP_1009,2024-04-25,10187.58,68045,1549,183,4,19878.87,2.2764,6.58,synthetic
REC_0000522,CAMP_1009,2024-04-26,5175.37,58762,1819,209,2,7535.39,3.0955,2.85,synthetic
REC_0000523,CAMP_1009,2024-04-27,4693.72,32370,1308,107,4,10481.85,4.0408,3.59,synthetic
REC_0000524,CAMP_1009,2024-04-28,3293.17,22460,544,38,0,0.0,2.4221,6.05,synthetic
REC_0000525,CAMP_1009,2024-04-29,7359.19,64583,2269,91,3,10746.86,3.5133,3.24,synthetic
REC_0000526,CAMP_1009,2024-04-30,10188.63,151661,6385,612,5,17906.8,4.21,1.6,synthetic
REC_0000527,CAMP_1009,2024-05-01,6424.02,45205,800,61,1,6404.55,1.7697,8.03,synthetic
REC_0000528,CAMP_1009,2024-05-02,7380.32,101217,2044,210,5,15203.11,2.0194,3.61,synthetic
REC_0000529,CAMP_1009,2024-05-03,5375.68,39846,1442,71,2,7408.11,3.6189,3.73,synthetic
REC_0000530,CAMP_1009,2024-05-04,5426.31,46324,1687,137,4,5795.18,3.6417,3.22,synthetic
REC_0000531,CAMP_1009,2024-05-05,5219.95,69145,2215,237,4,12753.89,3.2034,2.36,synthetic
REC_0000532,CAMP_1009,2024-05-06,6982.07,48080,1386,116,4,20579.57,2.8827,5.04,synthetic
REC_0000533,CAMP_1009,2024-05-07,9459.06,140103,5654,580,5,9701.9,4.0356,1.67,synthetic
REC_0000534,CAMP_1009,2024-05-08,8622.09,59965,2417,126,5,7827.44,4.0307,3.57,synthetic
REC_0000535,CAMP_1009,2024-05-09,9917.14,82100,2438,164,4,23451.5,2.9695,4.07,synthetic
REC_0000536,CAMP_1009,2024-05-10,5340.04,64559,2663,178,5,11277.99,4.1249,2.01,synthetic
REC_0000537,CAMP_1009,2024-05-11,5365.52,49098,1910,194,3,14260.86,3.8902,2.81,synthetic
REC_0000538,CAMP_1009,2024-05-12,4883.8,40705,1359,142,2,4146.78,3.3387,3.59,synthetic
REC_0000539,CAMP_1009,2024-05-13,9080.65,101877,2560,259,5,16029.65,2.5128,3.55,synthetic
REC_0000540,CAMP_1009,2024-05-14,6659.28,53188,2245,158,5,29916.69,4.2209,2.97,synthetic
REC_0000541,CAMP_1009,2024-05-15,7750.99,51830,834,91,1,5391.03,1.6091,9.29,synthetic
REC_0000542,CAMP_1009,2024-05-16,8179.63,90517,1993,161,5,7907.42,2.2018,4.1,synthetic
REC_0000543,CAMP_1009,2024-05-17,5514.25,40839,1565,161,5,7902.26,3.8321,3.52,synthetic
REC_0000544,CAMP_1009,2024-05-18,5389.04,40395,1261,83,2,6837.91,3.1217,4.27,synthetic
REC_0000545,CAMP_1009,2024-05-19,5641.16,92245,3295,309,5,20953.69,3.572,1.71,synthetic
REC_0000546,CAMP_1009,2024-05-20,7512.85,70196,3351,148,5,24183.84,4.7738,2.24,synthetic
REC_0000547,CAMP_1009,2024-05-21,6038.19,50613,2381,218,5,10485.91,4.7043,2.54,synthetic
REC_0000548,CAMP_1009,2024-05-22,6765.53,57338,850,98,1,4171.4,1.4824,7.96,synthetic
REC_0000549,CAMP_1009,2024-05-23,7777.34,82220,3105,353,5,10998.2,3.7765,2.5,synthetic
REC_0000550,CAMP_1009,2024-05-24,4045.19,27084,374,17,1,2391.28,1.3809,10.82,synthetic
REC_0000551,CAMP_1009,2024-05-25,3753.39,38879,747,36,1,2346.78,1.9213,5.02,synthetic
REC_0000552,CAMP_1009,2024-05-26,4183.91,61409,1451,72,4,9668.35,2.3628,2.88,synthetic
REC_0000553,CAMP_1009,2024-05-27,7742.88,61635,1013,113,1,5809.32,1.6435,7.64,synthetic
REC_0000554,CAMP_1009,2024-05-28,8826.48,95163,3208,194,5,19350.76,3.3711,2.75,synthetic
REC_0000555,CAMP_1009,2024-05-29,6887.52,46431,1436,90,2,6773.0,3.0928,4.8,synthetic
REC_0000556,CAMP_1009,2024-05-30,7039.89,80508,1604,168,2,3641.52,1.9923,4.39,synthetic
REC_0000557,CAMP_1009,2024-05-31,4904.02,45811,845,72,1,2620.54,1.8445,5.8,synthetic
REC_0000558,CAMP_1009,2024-06-01,4109.55,66111,1367,149,5,22078.88,2.0677,3.01,synthetic
REC_0000559,CAMP_1009,2024-06-02,3928.41,42957,1748,167,2,3262.79,4.0692,2.25,synthetic
REC_0000560,CAMP_1009,2024-06-03,10215.39,96188,2226,115,5,15384.31,2.3142,4.59,synthetic
REC_0000561,CAMP_1009,2024-06-04,6846.86,85942,1459,147,5,15851.96,1.6977,4.69,synthetic
REC_0000562,CAMP_1009,2024-06-05,6214.12,98841,3380,263,5,8967.69,3.4196,1.84,synthetic
REC_0000563,CAMP_1009,2024-06-06,7204.96,54723,1969,131,5,24985.58,3.5981,3.66,synthetic
REC_0000564,CAMP_1009,2024-06-07,3420.37,55375,2035,136,5,24490.01,3.6749,1.68,synthetic
REC_0000565,CAMP_1009,2024-06-08,5674.53,55118,2099,181,2,5518.59,3.8082,2.7,synthetic
REC_0000566,CAMP_1009,2024-06-09,5705.29,76831,2038,128,5,20177.95,2.6526,2.8,synthetic
REC_0000567,CAMP_1009,2024-06-10,9051.61,70667,2978,196,5,11244.35,4.2141,3.04,synthetic
REC_0000568,CAMP_1009,2024-06-11,9996.27,89073,1431,158,3,13845.59,1.6065,6.99,synthetic
REC_0000569,CAMP_1009,2024-06-12,6404.84,67495,2479,206,4,15225.9,3.6729,2.58,synthetic
REC_0000570,CAMP_1009,2024-06-13,7406.35,74287,1449,125,2,9440.83,1.9505,5.11,synthetic
REC_0000571,CAMP_1009,2024-06-14,4747.75,56980,894,70,3,10726.34,1.569,5.31,synthetic
REC_0000572,CAMP_1009,2024-06-15,3892.8,28175,543,44,2,3821.28,1.9272,7.17,synthetic
REC_0000573,CAMP_1009,2024-06-16,5519.93,51578,2291,114,5,26090.74,4.4418,2.41,synthetic
REC_0000574,CAMP_1009,2024-06-17,9131.78,61164,1288,92,3,5964.82,2.1058,7.09,synthetic
REC_0000575,CAMP_1009,2024-06-18,6022.39,98953,3937,338,5,13961.38,3.9787,1.53,synthetic
REC_0000576,CAMP_1009,2024-06-19,9112.24,79904,1096,62,3,16979.42,1.3716,8.31,synthetic
REC_0000577,CAMP_1009,2024-06-20,7317.79,63740,1078,101,1,3518.12,1.6912,6.79,synthetic
REC_0000578,CAMP_1009,2024-06-21,4525.73,72824,1051,113,2,11289.31,1.4432,4.31,synthetic
REC_0000579,CAMP_1009,2024-06-22,3238.47,35943,1326,130,3,11664.33,3.6892,2.44,synthetic
REC_0000580,CAMP_1009,2024-06-23,5306.87,41317,489,46,0,0.0,1.1835,10.85,synthetic
REC_0000581,CAMP_1009,2024-06-24,8500.96,62026,2451,228,5,7193.58,3.9516,3.47,synthetic
REC_0000582,CAMP_1009,2024-06-25,6111.19,43918,1403,158,4,12638.23,3.1946,4.36,synthetic
REC_0000583,CAMP_1009,2024-06-26,7534.36,68052,2903,231,4,15692.49,4.2659,2.6,synthetic
REC_0000584,CAMP_1010,2024-08-19,3900.86,40739,3002,259,3,8936.44,7.3689,1.3,synthetic
REC_0000585,CAMP_1010,2024-08-20,3344.25,30756,1583,83,4,8269.88,5.147,2.11,synthetic
REC_0000586,CAMP_1010,2024-08-21,2606.76,16505,524,68,2,4815.47,3.1748,4.97,synthetic
REC_0000587,CAMP_1010,2024-08-22,2980.01,20371,1505,193,2,11805.57,7.388,1.98,synthetic
REC_0000588,CAMP_1010,2024-08-23,2396.29,20844,827,46,4,8094.16,3.9676,2.9,synthetic
REC_0000589,CAMP_1010,2024-08-24,1640.29,14165,593,57,0,0.0,4.1864,2.77,synthetic
REC_0000590,CAMP_1010,2024-08-25,2298.3,21384,1678,203,5,16968.33,7.847,1.37,synthetic
REC_0000591,CAMP_1010,2024-08-26,2917.01,18576,1416,198,2,6167.63,7.6227,2.06,synthetic
REC_0000592,CAMP_1010,2024-08-27,2805.92,17011,942,101,1,1708.9,5.5376,2.98,synthetic
REC_0000593,CAMP_1010,2024-08-28,3889.51,32269,1935,246,4,21522.16,5.9965,2.01,synthetic
REC_0000594,CAMP_1010,2024-08-29,2947.1,35294,2659,312,4,17683.84,7.5339,1.11,synthetic
REC_0000595,CAMP_1010,2024-08-30,2361.89,18169,917,128,2,9832.49,5.0471,2.58,synthetic
REC_0000596,CAMP_1010,2024-08-31,1849.58,11114,695,57,1,4317.31,6.2534,2.66,synthetic
REC_0000597,CAMP_1010,2024-09-01,1948.41,12638,499,71,0,0.0,3.9484,3.9,synthetic
REC_0000598,CAMP_1010,2024-09-02,4066.01,34132,2175,317,5,13903.17,6.3723,1.87,synthetic
REC_0000599,CAMP_1010,2024-09-03,4572.28,29982,2252,257,2,5053.16,7.5112,2.03,synthetic
REC_0000600,CAMP_1010,2024-09-04,3427.71,26200,1392,92,5,32556.58,5.313,2.46,synthetic
REC_0000601,CAMP_1010,2024-09-05,3699.78,20805,1456,178,3,11795.35,6.9983,2.54,synthetic
REC_0000602,CAMP_1010,2024-09-06,1365.76,16825,834,49,4,9785.67,4.9569,1.64,synthetic
REC_0000603,CAMP_1010,2024-09-07,1878.28,22522,1529,125,1,5145.51,6.7889,1.23,synthetic
REC_0000604,CAMP_1010,2024-09-08,2180.2,14039,770,83,3,6861.97,5.4847,2.83,synthetic
REC_0000605,CAMP_1010,2024-09-09,3811.44,37335,1938,153,3,12308.66,5.1908,1.97,synthetic
REC_0000606,CAMP_1010,2024-09-10,3984.19,25640,1451,135,2,7171.37,5.6591,2.75,synthetic
REC_0000607,CAMP_1010,2024-09-11,3813.75,40599,1279,124,1,4112.65,3.1503,2.98,synthetic
REC_0000608,CAMP_1010,2024-09-12,3219.6,35435,2377,354,5,30778.22,6.7081,1.35,synthetic
REC_0000609,CAMP_1010,2024-09-13,1792.0,17982,577,57,2,5103.01,3.2088,3.11,synthetic
REC_0000610,CAMP_1010,2024-09-14,2140.4,16502,1058,62,3,6081.25,6.4113,2.02,synthetic
REC_0000611,CAMP_1010,2024-09-15,1528.25,9427,332,47,1,5350.11,3.5218,4.6,synthetic
REC_0000612,CAMP_1010,2024-09-16,3097.33,32493,1225,162,2,10775.71,3.77,2.53,synthetic
REC_0000613,CAMP_1010,2024-09-17,3492.25,23725,1255,73,4,8184.0,5.2898,2.78,synthetic
REC_0000614,CAMP_1011,2024-05-21,2275.22,177679,43563,4499,5,17079.15,24.5178,0.05,synthetic
REC_0000615,CAMP_1011,2024-05-22,2319.42,210703,52655,10139,5,11148.86,24.9902,0.04,synthetic
REC_0000616,CAMP_1011,2024-05-23,2168.59,401156,134914,31340,5,34884.44,33.6313,0.02,synthetic
REC_0000617,CAMP_1011,2024-05-24,1080.18,111198,28180,3637,5,21286.08,25.3422,0.04,synthetic
REC_0000618,CAMP_1011,2024-05-25,1592.12,185469,56006,7162,5,37671.23,30.197,0.03,synthetic
REC_0000619,CAMP_1011,2024-05-26,1561.56,172418,27531,4898,5,21776.44,15.9676,0.06,synthetic
REC_0000620,CAMP_1011,2024-05-27,1925.52,127598,20324,4931,5,27870.59,15.9281,0.09,synthetic
REC_0000621,CAMP_1011,2024-05-28,2290.62,173332,44982,8327,5,25967.44,25.9514,0.05,synthetic
REC_0000622,CAMP_1011,2024-05-29,3004.64,216525,44475,9241,5,30803.09,20.5404,0.07,synthetic
REC_0000623,CAMP_1011,2024-05-30,2231.5,217379,43777,6215,5,22686.5,20.1386,0.05,synthetic
REC_0000624,CAMP_1011,2024-05-31,1374.96,87261,19270,2732,5,13035.39,22.0832,0.07,synthetic
REC_0000625,CAMP_1011,2024-06-01,1421.86,102128,20067,4063,5,12747.5,19.6489,0.07,synthetic
REC_0000626,CAMP_1011,2024-06-02,1145.98,211023,60607,8421,5,13164.06,28.7206,0.02,synthetic
REC_0000627,CAMP_1011,2024-06-03,1932.94,146741,46084,11129,5,22397.34,31.405,0.04,synthetic
REC_0000628,CAMP_1011,2024-06-04,2742.7,346854,102038,20860,5,20529.95,29.4181,0.03,synthetic
REC_0000629,CAMP_1011,2024-06-05,1834.84,156712,30496,3434,5,18316.97,19.4599,0.06,synthetic
REC_0000630,CAMP_1011,2024-06-06,2842.29,170995,51220,9376,5,16271.71,29.9541,0.06,synthetic
REC_0000631,CAMP_1011,2024-06-07,1341.48,97095,14929,1990,5,26353.48,15.3757,0.09,synthetic
REC_0000632,CAMP_1011,2024-06-08,1473.38,156086,41864,4672,5,18812.56,26.8211,0.04,synthetic
REC_0000633,CAMP_1011,2024-06-09,1144.58,159554,29714,6695,5,22943.01,18.6232,0.04,synthetic
REC_0000634,CAMP_1011,2024-06-10,2923.32,198806,32736,6255,5,34685.61,16.4663,0.09,synthetic
REC_0000635,CAMP_1011,2024-06-11,2362.28,178461,57873,8527,5,17091.77,32.4289,0.04,synthetic
REC_0000636,CAMP_1011,2024-06-12,2467.4,443821,72231,12481,5,13940.05,16.2748,0.03,synthetic
REC_0000637,CAMP_1011,2024-06-13,2158.6,225404,47655,6846,5,8670.24,21.142,0.05,synthetic
REC_0000638,CAMP_1011,2024-06-14,1348.33,229784,37525,9065,5,17165.59,16.3306,0.04,synthetic
REC_0000639,CAMP_1011,2024-06-15,1351.83,123808,30665,5038,5,37527.17,24.7682,0.04,synthetic
REC_0000640,CAMP_1011,2024-06-16,1346.4,103459,34720,4383,5,16168.19,33.5592,0.04,synthetic
REC_0000641,CAMP_1011,2024-06-17,2232.61,276746,58307,11405,5,26115.03,21.0688,0.04,synthetic
REC_0000642,CAMP_1011,2024-06-18,2240.75,139819,39894,5464,5,20093.71,28.5326,0.06,synthetic
REC_0000643,CAMP_1011,2024-06-19,3050.35,155167,32236,6524,5,24036.55,20.775,0.09,synthetic
REC_0000644,CAMP_1011,2024-06-20,2466.3,169288,51835,11336,5,24885.29,30.6194,0.05,synthetic
REC_0000645,CAMP_1011,2024-06-21,1248.03,65191,16867,2520,5,24013.46,25.8732,0.07,synthetic
REC_0000646,CAMP_1011,2024-06-22,1071.32,93382,29333,7098,5,22016.37,31.4118,0.04,synthetic
REC_0000647,CAMP_1011,2024-06-23,906.14,53920,13874,2964,5,20710.33,25.7307,0.07,synthetic
REC_0000648,CAMP_1011,2024-06-24,2070.12,104758,27859,3915,5,26220.84,26.5937,0.07,synthetic
REC_0000649,CAMP_1011,2024-06-25,1697.53,95107,19833,2363,5,23800.19,20.8534,0.09,synthetic
REC_0000650,CAMP_1011,2024-06-26,2869.93,159047,44472,7981,5,21481.5,27.9615,0.06,synthetic
REC_0000651,CAMP_1011,2024-06-27,2984.9,273942,62047,10020,5,38097.52,22.6497,0.05,synthetic
REC_0000652,CAMP_1011,2024-06-28,1272.52,72828,19874,2476,5,10533.42,27.289,0.06,synthetic
REC_0000653,CAMP_1011,2024-06-29,1250.64,142806,27266,2763,5,12272.65,19.093,0.05,synthetic
REC_0000654,CAMP_1011,2024-06-30,1251.05,135471,30166,3989,5,17471.81,22.2675,0.04,synthetic
REC_0000655,CAMP_1011,2024-07-01,2527.86,328556,58802,12166,5,25978.6,17.8971,0.04,synthetic
REC_0000656,CAMP_1011,2024-07-02,2120.28,113939,39077,8320,5,12524.93,34.2964,0.05,synthetic
REC_0000657,CAMP_1011,2024-07-03,2875.38,188559,61602,11751,5,14266.74,32.6699,0.05,synthetic
REC_0000658,CAMP_1011,2024-07-04,2363.37,193698,54304,5514,5,30038.62,28.0354,0.04,synthetic
REC_0000659,CAMP_1011,2024-07-05,1220.96,63977,10742,1670,5,18229.01,16.7904,0.11,synthetic
REC_0000660,CAMP_1011,2024-07-06,1118.48,98152,21679,2668,5,9380.37,22.0872,0.05,synthetic
REC_0000661,CAMP_1011,2024-07-07,1399.69,103253,22010,5438,5,27361.0,21.3166,0.06,synthetic
REC_0000662,CAMP_1011,2024-07-08,2804.37,464693,159188,29337,5,8518.88,34.2566,0.02,synthetic
REC_0000663,CAMP_1011,2024-07-09,2421.16,122206,35236,5180,5,16105.05,28.8333,0.07,synthetic
REC_0000664,CAMP_1011,2024-07-10,2677.4,384688,80467,8752,5,9238.16,20.9175,0.03,synthetic
REC_0000665,CAMP_1011,2024-07-11,2647.35,255587,55242,8617,5,19076.76,21.6138,0.05,synthetic
REC_0000666,CAMP_1011,2024-07-12,1546.04,100212,28767,3677,5,20122.43,28.7061,0.05,synthetic
REC_0000667,CAMP_1011,2024-07-13,1268.42,143017,49765,7677,5,17549.13,34.7966,0.03,synthetic
REC_0000668,CAMP_1011,2024-07-14,1259.79,79332,12065,2408,5,15305.07,15.2082,0.1,synthetic
REC_0000669,CAMP_1012,2024-03-23,3020.83,233445,61524,14129,5,10799.05,26.3548,0.05,synthetic
REC_0000670,CAMP_1012,2024-03-24,2626.08,190413,41089,9054,5,12863.41,21.5789,0.06,synthetic
REC_0000671,CAMP_1012,2024-03-25,3580.69,371137,93019,10735,5,15196.47,25.0633,0.04,synthetic
REC_0000672,CAMP_1012,2024-03-26,5803.85,365732,120419,25783,5,11693.57,32.9255,0.05,synthetic
REC_0000673,CAMP_1012,2024-03-27,5646.6,624299,162396,39222,5,24851.38,26.0125,0.03,synthetic
REC_0000674,CAMP_1012,2024-03-28,5898.18,803118,207043,26641,5,10235.31,25.7799,0.03,synthetic
REC_0000675,CAMP_1012,2024-03-29,2823.06,422120,64564,11418,5,15612.59,15.2952,0.04,synthetic
REC_0000676,CAMP_1012,2024-03-30,3324.02,315822,92106,21184,5,26749.75,29.1639,0.04,synthetic
REC_0000677,CAMP_1012,2024-03-31,2789.88,333474,82331,20275,5,29366.14,24.6889,0.03,synthetic
REC_0000678,CAMP_1012,2024-04-01,3926.48,418923,122979,30337,5,21864.14,29.356,0.03,synthetic
REC_0000679,CAMP_1012,2024-04-02,6085.91,949565,274435,29921,5,26156.35,28.9011,0.02,synthetic
REC_0000680,CAMP_1012,2024-04-03,6075.73,320623,72653,12556,5,35555.29,22.6599,0.08,synthetic
REC_0000681,CAMP_1012,2024-04-04,5344.06,323981,88263,21641,5,15224.08,27.2433,0.06,synthetic
REC_0000682,CAMP_1012,2024-04-05,2908.16,236885,53593,10913,5,24429.5,22.6241,0.05,synthetic
REC_0000683,CAMP_1012,2024-04-06,2194.07,288757,60299,11525,5,12277.45,20.8823,0.04,synthetic
REC_0000684,CAMP_1012,2024-04-07,2547.05,155260,31569,5698,5,19783.82,20.333,0.08,synthetic
REC_0000685,CAMP_1012,2024-04-08,3582.43,669019,187131,31661,5,27632.17,27.971,0.02,synthetic
REC_0000686,CAMP_1012,2024-04-09,6205.9,342503,107094,12356,5,8290.03,31.268,0.06,synthetic
REC_0000687,CAMP_1012,2024-04-10,3627.31,447308,73954,15963,5,16808.07,16.5331,0.05,synthetic
REC_0000688,CAMP_1012,2024-04-11,4970.12,500376,171013,30759,5,27045.82,34.1769,0.03,synthetic
REC_0000689,CAMP_1012,2024-04-12,1984.64,124759,28054,6583,5,28586.94,22.4866,0.07,synthetic
REC_0000690,CAMP_1012,2024-04-13,2095.32,106535,17878,3071,5,19873.9,16.7813,0.12,synthetic
REC_0000691,CAMP_1012,2024-04-14,1951.68,111311,26297,3128,5,19125.03,23.6248,0.07,synthetic
REC_0000692,CAMP_1012,2024-04-15,5587.01,303161,60368,8027,5,27491.76,19.9129,0.09,synthetic
REC_0000693,CAMP_1012,2024-04-16,5595.82,604586,198487,28989,5,28508.03,32.8302,0.03,synthetic
REC_0000694,CAMP_1012,2024-04-17,5966.64,340476,74629,10459,5,26516.88,21.919,0.08,synthetic
REC_0000695,CAMP_1012,2024-04-18,4521.64,393614,122170,22331,5,23461.58,31.038,0.04,synthetic
REC_0000696,CAMP_1012,2024-04-19,3285.74,394554,76800,9008,5,23670.15,19.465,0.04,synthetic
REC_0000697,CAMP_1012,2024-04-20,2201.69,231341,68321,15868,5,22713.57,29.5326,0.03,synthetic
REC_0000698,CAMP_1012,2024-04-21,3235.65,168609,38822,5096,5,20657.69,23.0249,0.08,synthetic
REC_0000699,CAMP_1012,2024-04-22,4487.04,350007,88782,16802,5,28150.36,25.3658,0.05,synthetic
REC_0000700,CAMP_1012,2024-04-23,4875.28,403906,98388,14716,5,23706.32,24.3591,0.05,synthetic
REC_0000701,CAMP_1012,2024-04-24,5625.02,316652,104603,18980,5,18902.21,33.0341,0.05,synthetic
REC_0000702,CAMP_1012,2024-04-25,5350.84,501099,175102,31753,5,10045.64,34.9436,0.03,synthetic
REC_0000703,CAMP_1012,2024-04-26,3099.47,398642,88951,13756,5,14036.3,22.3135,0.03,synthetic
REC_0000704,CAMP_1012,2024-04-27,2949.32,278595,47755,11293,5,19581.04,17.1414,0.06,synthetic
REC_0000705,CAMP_1012,2024-04-28,2690.9,396691,62031,6824,5,11335.71,15.6371,0.04,synthetic
REC_0000706,CAMP_1012,2024-04-29,5818.08,394483,136560,22709,5,24212.73,34.6175,0.04,synthetic
REC_0000707,CAMP_1012,2024-04-30,5484.1,451794,106305,12559,5,29782.89,23.5295,0.05,synthetic
REC_0000708,CAMP_1012,2024-05-01,4112.78,238504,75880,11916,5,29129.55,31.815,0.05,synthetic
REC_0000709,CAMP_1012,2024-05-02,5338.55,386083,99850,18710,5,26997.2,25.8623,0.05,synthetic
REC_0000710,CAMP_1012,2024-05-03,1996.36,352407,120438,27746,5,34518.04,34.1758,0.02,synthetic
REC_0000711,CAMP_1012,2024-05-04,2519.74,233406,50948,8006,5,19250.6,21.8281,0.05,synthetic
REC_0000712,CAMP_1012,2024-05-05,1986.86,116576,25271,5797,5,11963.01,21.6777,0.08,synthetic
REC_0000713,CAMP_1012,2024-05-06,4964.58,256270,66046,12565,5,30066.48,25.772,0.08,synthetic
REC_0000714,CAMP_1012,2024-05-07,4603.67,519296,97773,19801,5,24281.22,18.828,0.05,synthetic
REC_0000715,CAMP_1012,2024-05-08,6370.11,1197635,305618,50040,5,34698.77,25.5185,0.02,synthetic
REC_0000716,CAMP_1012,2024-05-09,5958.18,623637,114774,14616,5,33005.89,18.404,0.05,synthetic
REC_0000717,CAMP_1012,2024-05-10,2558.23,154820,27466,3482,5,23642.9,17.7406,0.09,synthetic
REC_0000718,CAMP_1012,2024-05-11,3051.04,360372,105556,23480,5,19776.97,29.2908,0.03,synthetic
REC_0000719,CAMP_1012,2024-05-12,3163.38,169813,29763,3721,5,29600.6,17.5269,0.11,synthetic
REC_0000720,CAMP_1013,2024-06-17,2488.89,11330,98,5,0,0.0,0.865,25.4,synthetic
REC_0000721,CAMP_1013,2024-06-18,2350.71,17905,148,8,0,0.0,0.8266,15.88,synthetic
REC_0000722,CAMP_1013,2024-06-19,1371.72,13015,49,3,0,0.0,0.3765,27.99,synthetic
REC_0000723,CAMP_1013,2024-06-20,2021.9,8284,38,2,0,0.0,0.4587,53.21,synthetic
REC_0000724,CAMP_1013,2024-06-21,978.42,4393,17,0,0,0.0,0.387,57.55,synthetic
REC_0000725,CAMP_1013,2024-06-22,1299.61,7039,54,3,0,0.0,0.7672,24.07,synthetic
REC_0000726,CAMP_1013,2024-06-23,824.69,7777,34,2,0,0.0,0.4372,24.26,synthetic
REC_0000727,CAMP_1013,2024-06-24,1881.4,7975,38,1,0,0.0,0.4765,49.51,synthetic
REC_0000728,CAMP_1013,2024-06-25,2518.17,10667,76,3,0,0.0,0.7125,33.13,synthetic
REC_0000729,CAMP_1013,2024-06-26,2079.79,11256,80,2,0,0.0,0.7107,26.0,synthetic
REC_0000730,CAMP_1013,2024-06-27,2049.41,10843,103,5,0,0.0,0.9499,19.9,synthetic
REC_0000731,CAMP_1013,2024-06-28,1147.47,6764,61,3,0,0.0,0.9018,18.81,synthetic
REC_0000732,CAMP_1013,2024-06-29,1288.47,10988,108,5,0,0.0,0.9829,11.93,synthetic
REC_0000733,CAMP_1013,2024-06-30,1089.43,6881,31,2,0,0.0,0.4505,35.14,synthetic
REC_0000734,CAMP_1013,2024-07-01,1465.25,6941,61,3,0,0.0,0.8788,24.02,synthetic
REC_0000735,CAMP_1013,2024-07-02,2016.7,14234,93,6,0,0.0,0.6534,21.68,synthetic
REC_0000736,CAMP_1013,2024-07-03,1391.46,7368,23,0,0,0.0,0.3122,60.5,synthetic
REC_0000737,CAMP_1013,2024-07-04,2439.25,9929,49,3,0,0.0,0.4935,49.78,synthetic
REC_0000738,CAMP_1013,2024-07-05,996.97,4233,33,1,0,0.0,0.7796,30.21,synthetic
REC_0000739,CAMP_1013,2024-07-06,1149.79,6629,41,3,0,0.0,0.6185,28.04,synthetic
REC_0000740,CAMP_1013,2024-07-07,1095.1,6602,54,1,0,0.0,0.8179,20.28,synthetic
REC_0000741,CAMP_1013,2024-07-08,1956.5,18431,139,8,0,0.0,0.7542,14.08,synthetic
REC_0000742,CAMP_1013,2024-07-09,1706.21,12475,57,1,0,0.0,0.4569,29.93,synthetic
REC_0000743,CAMP_1013,2024-07-10,1397.95,7281,57,3,0,0.0,0.7829,24.53,synthetic
REC_0000744,CAMP_1013,2024-07-11,1396.9,9215,42,2,0,0.0,0.4558,33.26,synthetic
REC_0000745,CAMP_1013,2024-07-12,810.81,3263,18,0,0,0.0,0.5516,45.04,synthetic
REC_0000746,CAMP_1013,2024-07-13,854.65,5182,32,2,0,0.0,0.6175,26.71,synthetic
REC_0000747,CAMP_1013,2024-07-14,1205.27,10282,32,1,0,0.0,0.3112,37.66,synthetic
REC_0000748,CAMP_1013,2024-07-15,2197.54,9674,43,2,0,0.0,0.4445,51.11,synthetic
